b total,player total,pcard1,pcard2,pcard3,bcard1,bcard2,bcard3,outcome,rounds,banker streak,player streak,tie streak,shoe number
0,8,6,2,,8,2,9,player win,52,0,4,0,195
4,4,2,9,3,0,4,0,tie,53,0,4,1,195
4,9,6,9,4,4,0,0,player win,54,0,5,0,195
5,1,4,7,0,4,1,0,banker win,55,1,0,0,195
8,5,4,1,0,0,1,7,banker win,56,2,0,0,195
4,9,3,6,,0,4,7,player win,57,0,1,0,195
7,6,0,3,3,0,7,,banker win,58,1,0,0,195
6,9,3,8,8,7,9,,player win,59,0,1,0,195
7,8,0,0,8,7,0,,player win,60,0,2,0,195
7,5,3,7,5,3,9,5,banker win,61,1,0,0,195
8,6,6,0,,0,8,,banker win,62,2,0,0,195
2,8,8,0,,2,0,,player win,63,0,1,0,195
3,2,0,2,0,9,4,0,banker win,64,1,0,0,195
6,3,0,0,3,0,3,3,banker win,65,2,0,0,195
6,1,0,0,1,3,7,6,banker win,66,3,0,0,195
0,8,3,5,,0,0,6,player win,67,0,1,0,195
0,9,9,0,,6,4,6,player win,68,0,2,0,195
8,8,0,8,,7,1,,tie,69,0,2,1,195
8,1,4,7,,1,7,,banker win,70,1,0,0,195
5,1,0,1,0,0,0,5,banker win,71,2,0,0,195
1,2,0,0,2,1,0,0,player win,72,0,1,0,195
2,1,4,0,7,2,0,0,banker win,73,1,0,0,195
0,9,0,4,5,1,9,0,player win,74,0,1,0,195
5,2,4,6,2,2,8,5,banker win,75,1,0,0,195
9,2,2,0,2,0,9,,banker win,76,2,0,0,195
1,7,1,6,,0,0,1,player win,77,0,1,0,195
8,6,3,3,,4,4,,banker win,78,1,0,0,195
9,0,1,2,7,0,0,6,banker win,79,2,0,0,195
4,5,6,5,4,0,4,0,player win,80,0,1,0,195
8,6,5,1,,0,8,,banker win,81,1,0,0,195
4,7,5,2,,1,3,,player win,82,0,1,0,195
1,7,7,0,,1,0,0,player win,1,0,1,0,196
7,5,0,1,4,1,6,,banker win,2,1,0,0,196
9,1,0,1,4,9,0,,banker win,3,2,0,0,196
9,9,0,9,,9,0,,tie,4,2,0,1,196
7,3,0,5,8,7,0,,banker win,5,3,0,0,196
0,8,4,0,4,0,0,,player win,6,0,1,0,196
4,3,8,7,8,0,2,2,banker win,7,1,0,0,196
1,3,6,7,0,0,3,8,player win,8,0,1,0,196
7,8,7,3,8,2,5,,player win,9,0,2,0,196
9,2,7,5,8,9,0,,banker win,10,1,0,0,196
0,2,1,0,1,0,0,0,player win,11,0,1,0,196
8,4,4,0,1,0,8,,banker win,12,1,0,0,196
1,6,0,0,6,0,1,0,player win,13,0,1,0,196
4,6,0,6,,9,3,2,player win,14,0,2,0,196
6,4,6,8,0,6,0,2,banker win,15,1,0,0,196
6,3,0,5,8,3,3,2,banker win,16,2,0,0,196
5,2,6,6,0,9,6,2,banker win,17,3,0,0,196
5,4,4,0,0,5,0,2,banker win,18,4,0,0,196
6,5,0,0,5,4,2,2,banker win,19,5,0,0,196
1,8,9,9,,4,7,2,player win,20,0,1,0,196
1,8,0,8,,8,3,2,player win,21,0,2,0,196
8,9,9,0,,8,0,,player win,22,0,3,0,196
2,9,3,6,,3,9,,player win,23,0,4,0,196
4,9,3,1,5,0,4,,player win,24,0,5,0,196
8,7,1,6,,8,0,,banker win,25,1,0,0,196
7,0,0,0,0,2,5,,banker win,26,2,0,0,196
2,8,6,2,,9,3,,player win,27,0,1,0,196
5,3,1,2,0,5,0,,banker win,28,1,0,0,196
6,7,0,7,,6,0,,player win,29,0,1,0,196
7,2,8,5,9,3,4,,banker win,30,1,0,0,196
8,9,5,4,,8,0,,player win,31,0,1,0,196
7,9,3,6,,7,0,,player win,32,0,2,0,196
4,3,4,9,0,4,0,,banker win,33,1,0,0,196
9,7,4,3,,8,1,,banker win,34,2,0,0,196
1,8,0,8,,0,1,,player win,35,0,1,0,196
6,7,2,0,5,1,9,6,player win,36,0,2,0,196
9,4,2,0,2,5,6,8,banker win,37,1,0,0,196
0,8,1,7,,7,3,8,player win,38,0,1,0,196
3,2,9,5,8,7,6,8,banker win,39,1,0,0,196
7,9,1,8,,7,0,,player win,40,0,1,0,196
4,8,5,3,,6,8,,player win,41,0,2,0,196
9,3,0,3,,2,7,,banker win,42,1,0,0,196
7,9,8,1,,4,3,,player win,43,0,1,0,196
0,7,0,2,5,6,5,9,player win,44,0,2,0,196
0,9,0,9,,5,5,9,player win,45,0,3,0,196
5,4,1,0,3,5,0,9,banker win,46,1,0,0,196
7,0,4,0,6,0,7,,banker win,47,2,0,0,196
4,2,8,4,0,7,7,,banker win,48,3,0,0,196
9,4,1,3,0,5,4,,banker win,49,4,0,0,196
1,2,1,1,0,0,0,8,player win,50,0,1,0,196
3,2,5,0,7,9,7,7,banker win,51,1,0,0,196
0,8,2,0,6,0,0,7,player win,52,0,1,0,196
1,9,0,4,5,1,0,7,player win,53,0,2,0,196
4,5,0,5,0,2,2,7,player win,54,0,3,0,196
9,0,0,0,0,9,0,,banker win,55,1,0,0,196
4,1,9,1,1,0,4,,banker win,56,2,0,0,196
7,7,0,7,,5,2,,tie,57,2,0,1,196
3,0,0,0,0,4,9,0,banker win,58,3,0,0,196
9,3,4,9,0,0,9,,banker win,59,4,0,0,196
6,8,6,2,,6,0,,player win,60,0,1,0,196
0,8,8,0,,0,0,,player win,61,0,2,0,196
8,1,8,3,,8,0,,banker win,62,1,0,0,196
0,3,2,0,1,0,0,0,player win,63,0,1,0,196
9,6,0,6,,0,9,,banker win,64,1,0,0,196
7,8,8,6,4,7,0,,player win,65,0,1,0,196
8,8,2,6,,4,4,,tie,66,0,1,1,196
4,9,4,0,5,4,0,,player win,67,0,2,0,196
1,7,7,0,,2,0,9,player win,68,0,3,0,196
2,8,5,3,,0,2,9,player win,69,0,4,0,196
6,5,9,6,0,0,6,9,banker win,70,1,0,0,196
5,7,8,9,,2,3,9,player win,71,0,1,0,196
9,8,1,7,,8,1,,banker win,72,1,0,0,196
2,7,2,5,,3,0,9,player win,73,0,1,0,196
7,7,0,3,4,0,7,,tie,74,0,1,1,196
8,2,1,1,4,3,5,,banker win,75,1,0,0,196
9,1,2,0,9,2,1,6,banker win,76,2,0,0,196
2,8,7,1,,6,6,6,player win,77,0,1,0,196
8,2,9,3,,1,7,,banker win,78,1,0,0,196
5,5,4,8,3,5,0,,tie,79,1,0,1,196
7,5,0,2,3,0,7,,banker win,80,2,0,0,196
4,3,0,3,0,4,0,,banker win,81,3,0,0,196
4,2,0,4,8,4,0,,banker win,82,4,0,0,196
9,0,0,0,8,2,7,,banker win,83,5,0,0,196
3,2,0,2,0,3,0,0,banker win,1,1,0,0,197
4,1,9,5,7,6,8,0,banker win,2,2,0,0,197
8,6,0,6,,2,6,,banker win,3,3,0,0,197
3,8,5,3,,6,7,,player win,4,0,1,0,197
9,3,0,1,2,4,6,9,banker win,5,1,0,0,197
2,9,4,1,4,5,7,9,player win,6,0,1,0,197
7,3,5,5,3,7,5,5,banker win,7,1,0,0,197
9,2,7,3,2,0,4,5,banker win,8,2,0,0,197
9,2,5,7,2,9,0,,banker win,9,3,0,0,197
4,3,3,0,0,0,0,4,banker win,10,4,0,0,197
3,2,5,7,0,5,8,0,banker win,11,5,0,0,197
2,9,0,9,,0,2,0,player win,12,0,1,0,197
8,7,7,0,,0,8,,banker win,13,1,0,0,197
7,4,5,7,2,7,0,,banker win,14,2,0,0,197
9,1,1,0,2,9,0,,banker win,15,3,0,0,197
8,9,7,2,,0,8,,player win,16,0,1,0,197
5,9,1,8,,5,0,,player win,17,0,2,0,197
6,9,0,0,9,0,6,,player win,18,0,3,0,197
2,5,0,0,5,3,9,0,player win,19,0,4,0,197
5,0,0,0,0,0,3,2,banker win,20,1,0,0,197
2,6,9,1,6,0,5,7,player win,21,0,1,0,197
2,8,2,6,,2,0,7,player win,22,0,2,0,197
3,8,0,0,8,6,7,7,player win,23,0,3,0,197
6,6,1,4,1,0,6,7,tie,24,0,3,1,197
2,0,0,0,0,3,9,0,banker win,25,1,0,0,197
9,4,9,4,1,0,0,9,banker win,26,2,0,0,197
7,8,6,8,4,2,5,,player win,27,0,1,0,197
4,6,0,6,,9,5,,player win,28,0,2,0,197
3,4,0,1,3,0,0,0,player win,29,0,3,0,197
6,9,9,5,5,1,5,0,player win,30,0,4,0,197
4,9,8,1,,6,8,0,player win,31,0,5,0,197
9,4,0,4,0,0,0,9,banker win,32,1,0,0,197
3,7,3,4,,0,3,0,player win,33,0,1,0,197
5,7,6,1,,0,5,0,player win,34,0,2,0,197
2,3,0,3,0,9,4,9,player win,35,0,3,0,197
3,8,4,4,,5,8,9,player win,36,0,4,0,197
4,3,9,4,0,1,0,3,banker win,37,1,0,0,197
9,1,0,1,0,5,4,,banker win,38,2,0,0,197
7,7,6,1,,0,7,,tie,39,2,0,1,197
2,3,0,3,0,4,9,9,player win,40,0,1,0,197
4,7,7,0,,3,1,9,player win,41,0,2,0,197
9,2,0,2,0,0,3,6,banker win,42,1,0,0,197
8,8,0,8,,0,8,,tie,43,1,0,1,197
4,8,0,2,6,0,4,,player win,44,0,1,0,197
2,0,3,0,7,4,8,0,banker win,45,1,0,0,197
7,1,4,7,0,4,3,,banker win,46,2,0,0,197
5,6,1,5,,5,7,2,player win,47,0,1,0,197
5,8,4,4,,5,0,2,player win,48,0,2,0,197
6,6,6,0,,0,6,2,tie,49,0,2,1,197
6,6,9,7,,6,0,2,tie,50,0,2,2,197
8,6,0,3,3,8,4,5,banker win,51,1,0,0,197
7,7,7,0,,7,0,,tie,52,1,0,1,197
5,9,1,1,7,6,9,,player win,53,0,1,0,197
6,2,2,0,0,6,0,,banker win,54,1,0,0,197
2,3,5,8,0,0,2,0,player win,55,0,1,0,197
3,7,9,8,,1,2,0,player win,56,0,2,0,197
5,6,9,5,2,7,8,0,player win,57,0,3,0,197
0,0,6,6,8,1,1,8,tie,58,0,3,1,197
0,8,8,0,,1,9,8,player win,59,0,4,0,197
1,0,0,0,0,3,8,0,banker win,60,1,0,0,197
2,9,3,6,,0,2,0,player win,61,0,1,0,197
6,3,0,3,0,6,0,0,banker win,62,1,0,0,197
9,5,2,3,0,1,8,,banker win,63,2,0,0,197
4,7,5,2,,5,8,1,player win,64,0,1,0,197
6,2,8,4,0,0,2,4,banker win,65,1,0,0,197
2,8,0,8,,0,2,4,player win,66,0,1,0,197
3,8,9,9,,9,4,4,player win,67,0,2,0,197
9,3,3,0,,0,9,,banker win,68,1,0,0,197
0,1,0,2,9,1,0,9,player win,69,0,1,0,197
5,7,7,0,,2,3,9,player win,70,0,2,0,197
6,2,6,6,0,1,5,9,banker win,71,1,0,0,197
8,5,8,7,0,8,0,,banker win,72,2,0,0,197
2,8,0,8,,0,2,,player win,73,0,1,0,197
8,8,8,0,,0,8,,tie,74,0,1,1,197
7,5,3,2,0,4,7,6,banker win,75,1,0,0,197
4,0,0,0,0,4,0,6,banker win,76,2,0,0,197
1,6,3,3,,1,0,0,player win,77,0,1,0,197
1,8,4,4,,0,1,0,player win,78,0,2,0,197
5,7,0,7,,6,9,0,player win,79,0,3,0,197
0,6,0,6,,3,7,0,player win,80,0,4,0,197
6,6,0,0,6,2,2,0,tie,1,0,0,1,198
6,3,0,3,0,8,8,0,banker win,2,1,0,0,198
0,0,7,8,5,4,9,7,tie,3,1,0,1,198
8,6,8,8,,3,5,,banker win,4,2,0,0,198
0,5,0,5,0,8,5,7,player win,5,0,1,0,198
8,2,5,0,7,1,5,2,banker win,6,1,0,0,198
2,2,0,5,7,2,0,0,tie,7,1,0,1,198
4,6,6,0,,2,2,0,player win,8,0,1,0,198
4,5,0,4,1,2,1,1,player win,9,0,2,0,198
0,1,0,1,0,1,9,0,player win,10,0,3,0,198
0,3,9,5,9,2,1,7,player win,11,0,4,0,198
4,9,0,4,5,4,0,7,player win,12,0,5,0,198
5,4,3,0,1,0,5,7,banker win,13,1,0,0,198
8,6,3,3,,3,9,6,banker win,14,2,0,0,198
6,1,4,6,1,4,9,3,banker win,15,3,0,0,198
3,8,4,4,,0,3,3,player win,16,0,1,0,198
1,8,8,0,,0,1,3,player win,17,0,2,0,198
2,8,0,8,,0,2,3,player win,18,0,3,0,198
7,1,0,0,1,0,7,,banker win,19,1,0,0,198
6,7,0,3,4,6,0,,player win,20,0,1,0,198
0,4,0,4,0,0,0,0,player win,21,0,2,0,198
2,7,1,3,3,0,0,2,player win,22,0,3,0,198
4,7,3,4,,9,5,2,player win,23,0,4,0,198
5,0,6,7,7,1,9,0,banker win,24,1,0,0,198
0,0,0,4,6,3,0,7,tie,25,1,0,1,198
9,7,0,3,4,4,0,5,banker win,26,2,0,0,198
9,8,3,5,,3,6,,banker win,27,3,0,0,198
6,5,1,4,0,6,0,,banker win,28,4,0,0,198
4,7,6,1,,9,5,,player win,29,0,1,0,198
6,1,9,1,1,6,0,,banker win,30,1,0,0,198
9,3,0,3,1,9,0,,banker win,31,2,0,0,198
1,9,8,1,,1,0,,player win,32,0,1,0,198
6,7,0,7,,0,6,,player win,33,0,2,0,198
6,6,6,0,,8,8,,tie,34,0,2,1,198
9,5,1,4,,0,9,,banker win,35,1,0,0,198
4,8,2,2,4,2,2,,player win,36,0,1,0,198
2,6,6,0,,0,0,2,player win,37,0,2,0,198
7,4,0,4,0,0,7,,banker win,38,1,0,0,198
5,7,5,2,,5,0,,player win,39,0,1,0,198
6,8,8,0,,7,9,,player win,40,0,2,0,198
5,8,8,0,,7,8,,player win,41,0,3,0,198
6,7,5,2,,9,3,4,player win,42,0,4,0,198
8,7,7,0,,0,8,,banker win,43,1,0,0,198
4,9,9,0,,4,0,,player win,44,0,1,0,198
6,6,3,3,,7,9,,tie,45,0,1,1,198
0,8,0,3,5,2,8,,player win,46,0,2,0,198
0,1,0,1,0,5,7,8,player win,47,0,3,0,198
4,2,0,2,0,0,4,8,banker win,48,1,0,0,198
9,4,8,6,0,0,9,,banker win,49,2,0,0,198
2,9,9,0,,5,7,,player win,50,0,1,0,198
8,6,6,0,,8,0,,banker win,51,1,0,0,198
0,8,5,9,4,2,8,,player win,52,0,1,0,198
6,8,4,8,6,6,0,,player win,53,0,2,0,198
9,6,9,7,,2,7,,banker win,54,1,0,0,198
1,9,8,1,,9,2,,player win,55,0,1,0,198
0,7,4,0,3,7,3,0,player win,56,0,2,0,198
6,6,2,0,4,5,0,1,tie,57,0,2,1,198
8,7,0,7,,6,5,7,banker win,58,1,0,0,198
4,0,0,0,0,0,0,4,banker win,59,2,0,0,198
6,6,0,6,,7,9,4,tie,60,2,0,1,198
4,6,6,0,,5,9,4,player win,61,0,1,0,198
1,6,7,9,,0,1,0,player win,62,0,2,0,198
3,3,2,3,8,5,8,0,tie,63,0,2,1,198
0,0,0,0,0,5,5,0,tie,64,0,2,2,198
1,6,0,0,6,7,4,0,player win,65,0,3,0,198
0,1,3,7,1,2,1,7,player win,66,0,4,0,198
9,0,0,0,1,3,6,,banker win,67,1,0,0,198
0,6,4,2,,4,7,9,player win,68,0,1,0,198
3,8,9,9,,0,3,9,player win,69,0,2,0,198
0,1,0,5,6,0,0,0,player win,70,0,3,0,198
8,7,7,0,,8,0,,banker win,71,1,0,0,198
1,6,5,1,,0,1,0,player win,72,0,1,0,198
9,3,0,3,0,8,3,8,banker win,73,1,0,0,198
6,1,2,8,1,0,6,8,banker win,74,2,0,0,198
1,7,7,0,,9,2,0,player win,75,0,1,0,198
6,7,9,8,,6,0,0,player win,76,0,2,0,198
2,9,9,0,,6,6,0,player win,77,0,3,0,198
8,2,0,2,,4,4,,banker win,78,1,0,0,198
3,6,0,6,,0,3,0,player win,79,0,1,0,198
8,2,5,0,7,0,0,8,banker win,80,1,0,0,198
8,8,8,0,,5,3,,tie,1,0,0,1,199
5,8,8,0,,4,1,,player win,2,0,1,0,199
6,4,0,4,0,0,0,6,banker win,3,1,0,0,199
4,5,0,5,0,6,8,6,player win,4,0,1,0,199
7,6,7,8,1,0,0,7,banker win,5,1,0,0,199
5,5,6,9,0,1,4,7,tie,6,1,0,1,199
6,2,2,0,0,6,0,7,banker win,7,2,0,0,199
8,1,4,7,0,0,0,8,banker win,8,3,0,0,199
6,8,0,8,,6,0,8,player win,9,0,1,0,199
0,9,9,0,,0,0,8,player win,10,0,2,0,199
7,6,0,0,6,0,4,3,banker win,11,1,0,0,199
6,9,0,9,,2,4,3,player win,12,0,1,0,199
5,5,3,2,0,2,3,3,tie,13,0,1,1,199
1,9,0,1,8,0,1,3,player win,14,0,2,0,199
6,8,7,4,7,5,1,3,player win,15,0,3,0,199
4,7,1,0,6,3,8,8,player win,16,0,4,0,199
4,0,1,9,0,5,9,8,banker win,17,1,0,0,199
8,7,3,4,,1,0,7,banker win,18,2,0,0,199
9,4,0,4,,3,6,,banker win,19,3,0,0,199
0,8,9,3,6,0,0,,player win,20,0,1,0,199
5,2,2,0,0,0,2,2,banker win,21,1,0,0,199
4,4,5,7,2,0,4,0,tie,22,1,0,1,199
1,5,0,0,5,6,5,0,player win,23,0,1,0,199
1,9,0,9,,4,7,0,player win,24,0,2,0,199
0,4,2,0,2,0,0,0,player win,25,0,3,0,199
6,3,0,3,0,0,6,0,banker win,26,1,0,0,199
6,3,8,3,2,2,2,2,banker win,27,2,0,0,199
8,6,6,0,,1,7,,banker win,28,3,0,0,199
5,9,3,6,,5,0,,player win,29,0,1,0,199
9,3,4,0,9,3,0,6,banker win,30,1,0,0,199
3,9,8,1,,3,0,6,player win,31,0,1,0,199
5,0,0,1,9,3,2,6,banker win,32,1,0,0,199
3,6,7,9,,1,2,0,player win,33,0,1,0,199
9,0,3,8,9,0,0,9,banker win,34,1,0,0,199
6,5,9,2,4,0,3,3,banker win,35,2,0,0,199
0,8,0,8,,0,0,3,player win,36,0,1,0,199
6,7,0,7,,4,2,3,player win,37,0,2,0,199
3,8,5,3,,5,8,3,player win,38,0,3,0,199
1,9,4,0,5,7,4,3,player win,39,0,4,0,199
6,0,0,0,0,1,5,3,banker win,40,1,0,0,199
9,2,2,0,0,1,8,,banker win,41,2,0,0,199
9,0,6,4,0,9,0,,banker win,42,3,0,0,199
3,8,5,9,4,7,6,,player win,43,0,1,0,199
1,0,0,0,0,0,3,8,banker win,44,1,0,0,199
5,8,1,7,,0,5,8,player win,45,0,1,0,199
1,2,6,6,0,6,5,0,player win,46,0,2,0,199
5,8,7,1,,5,0,0,player win,47,0,3,0,199
6,5,7,8,0,1,0,5,banker win,48,1,0,0,199
7,7,0,0,7,7,3,7,tie,49,1,0,1,199
7,1,4,0,7,2,0,5,banker win,50,2,0,0,199
9,3,3,0,7,7,2,,banker win,51,3,0,0,199
3,4,2,8,4,2,0,9,player win,52,0,1,0,199
2,8,3,5,,5,7,9,player win,53,0,2,0,199
2,0,2,8,0,6,5,1,banker win,54,1,0,0,199
6,5,2,8,5,6,0,1,banker win,55,2,0,0,199
1,9,4,5,,8,3,1,player win,56,0,1,0,199
8,0,0,0,,8,0,,banker win,57,1,0,0,199
7,4,1,9,4,3,4,,banker win,58,2,0,0,199
2,3,7,6,0,0,0,9,player win,59,0,1,0,199
7,8,1,7,,0,7,,player win,60,0,2,0,199
6,4,5,0,9,1,5,,banker win,61,1,0,0,199
0,7,6,1,,0,0,0,player win,62,0,1,0,199
4,9,5,4,,4,0,0,player win,63,0,2,0,199
5,0,0,0,0,2,1,2,banker win,64,1,0,0,199
0,9,9,0,,0,0,2,player win,65,0,1,0,199
8,9,9,0,,0,8,,player win,66,0,2,0,199
2,6,0,6,,5,7,0,player win,67,0,3,0,199
4,9,3,7,9,0,4,0,player win,68,0,4,0,199
5,0,1,0,9,0,2,3,banker win,69,1,0,0,199
2,9,8,3,8,6,6,3,player win,70,0,1,0,199
0,1,7,5,9,8,4,8,player win,71,0,2,0,199
9,5,1,0,4,4,0,5,banker win,72,1,0,0,199
8,1,3,8,4,1,7,,banker win,73,2,0,0,199
8,5,4,1,0,7,3,8,banker win,74,3,0,0,199
6,4,0,5,9,6,0,8,banker win,75,4,0,0,199
8,2,6,6,9,9,9,,banker win,76,5,0,0,199
7,8,5,0,3,9,8,,player win,77,0,1,0,199
6,8,8,0,,0,6,,player win,78,0,2,0,199
5,1,3,0,8,4,1,,banker win,1,1,0,0,200
4,0,0,0,0,7,7,,banker win,2,2,0,0,200
9,0,0,0,0,2,7,,banker win,3,3,0,0,200
8,8,8,0,,8,0,,tie,4,3,0,1,200
9,4,2,2,,4,5,,banker win,5,4,0,0,200
6,8,5,0,3,7,9,,player win,6,0,1,0,200
4,1,9,2,0,0,4,,banker win,7,1,0,0,200
0,0,1,0,9,3,0,7,tie,8,1,0,1,200
0,6,0,6,,7,5,8,player win,9,0,1,0,200
0,8,0,8,,0,0,8,player win,10,0,2,0,200
8,6,8,8,,0,8,,banker win,11,1,0,0,200
0,9,9,0,,0,0,,player win,12,0,1,0,200
5,7,0,7,,6,9,,player win,13,0,2,0,200
9,8,8,0,,9,0,,banker win,14,1,0,0,200
9,4,9,6,9,2,0,6,banker win,15,2,0,0,200
8,0,1,9,9,1,7,,banker win,16,3,0,0,200
0,7,0,4,3,1,1,8,player win,17,0,1,0,200
0,6,4,2,,9,4,7,player win,18,0,2,0,200
1,8,6,6,6,1,0,7,player win,19,0,3,0,200
3,6,0,6,,3,0,0,player win,20,0,4,0,200
9,3,0,3,,5,4,,banker win,21,1,0,0,200
0,5,3,2,0,4,6,0,player win,22,0,1,0,200
4,2,4,8,0,6,7,1,banker win,23,1,0,0,200
6,8,8,0,,5,1,1,player win,24,0,1,0,200
9,0,4,0,6,4,9,6,banker win,25,1,0,0,200
7,7,4,8,5,0,1,6,tie,26,1,0,1,200
3,1,1,4,6,0,4,9,banker win,27,2,0,0,200
9,7,0,7,,6,4,9,banker win,28,3,0,0,200
4,9,0,9,,2,2,9,player win,29,0,1,0,200
3,8,0,8,,5,8,9,player win,30,0,2,0,200
5,6,0,6,,5,0,9,player win,31,0,3,0,200
6,3,0,3,0,0,6,9,banker win,32,1,0,0,200
5,8,7,1,,9,6,9,player win,33,0,1,0,200
0,8,3,5,,0,0,9,player win,34,0,2,0,200
9,2,2,0,,1,8,,banker win,35,1,0,0,200
7,7,7,0,,0,7,,tie,36,1,0,1,200
7,0,0,0,0,0,7,,banker win,37,2,0,0,200
6,2,0,2,0,2,4,,banker win,38,3,0,0,200
1,8,6,4,8,5,6,,player win,39,0,1,0,200
8,3,0,3,8,8,0,,banker win,40,1,0,0,200
4,8,1,1,6,0,4,,player win,41,0,1,0,200
9,0,3,7,6,7,2,,banker win,42,1,0,0,200
8,3,4,9,6,1,7,,banker win,43,2,0,0,200
9,0,2,8,6,9,0,,banker win,44,3,0,0,200
9,0,0,0,0,0,0,9,banker win,45,4,0,0,200
2,1,3,7,1,0,2,0,banker win,46,5,0,0,200
4,1,1,0,0,3,0,1,banker win,47,6,0,0,200
3,1,3,0,8,0,0,3,banker win,48,7,0,0,200
7,1,9,2,0,0,7,,banker win,49,8,0,0,200
7,1,8,6,7,2,0,5,banker win,50,9,0,0,200
5,8,9,2,7,5,0,5,player win,51,0,1,0,200
0,4,0,0,4,5,0,5,player win,52,0,2,0,200
8,2,2,0,4,7,1,,banker win,53,1,0,0,200
6,4,0,4,0,0,0,6,banker win,54,2,0,0,200
7,7,3,0,4,0,2,5,tie,55,2,0,1,200
3,7,2,5,,8,5,0,player win,56,0,1,0,200
1,9,7,2,,7,4,0,player win,57,0,2,0,200
3,8,1,0,7,3,0,0,player win,58,0,3,0,200
2,8,1,7,,3,9,0,player win,59,0,4,0,200
9,6,7,9,,0,9,,banker win,60,1,0,0,200
8,4,8,6,,2,6,,banker win,61,2,0,0,200
9,2,5,7,,0,9,,banker win,62,3,0,0,200
3,1,5,9,7,0,0,8,banker win,63,4,0,0,200
8,3,4,9,7,9,9,,banker win,64,5,0,0,200
5,2,0,1,1,0,0,5,banker win,65,6,0,0,200
1,7,2,0,5,6,5,0,player win,66,0,1,0,200
1,8,0,8,,5,6,0,player win,67,0,2,0,200
9,8,0,8,,4,5,,banker win,68,1,0,0,200
9,7,9,8,,0,9,,banker win,69,2,0,0,200
6,3,0,0,3,2,4,,banker win,70,3,0,0,200
6,2,2,2,8,0,6,,banker win,71,4,0,0,200
0,5,1,3,1,0,0,0,player win,72,0,1,0,200
3,8,5,3,,0,3,0,player win,73,0,2,0,200
7,8,1,4,3,9,8,,player win,74,0,3,0,200
0,9,7,2,,0,0,,player win,75,0,4,0,200
8,7,5,2,,3,5,,banker win,76,1,0,0,200
0,4,0,0,4,6,4,0,player win,77,0,1,0,200
8,6,7,5,4,0,0,8,banker win,78,1,0,0,200
5,5,0,2,3,0,5,8,tie,79,1,0,1,200
2,3,4,1,8,2,0,0,player win,80,0,1,0,200
9,4,3,1,0,3,0,6,banker win,81,1,0,0,200
4,8,8,0,,0,4,,player win,1,0,1,0,201
7,5,2,1,2,7,5,5,banker win,2,1,0,0,201
6,7,7,0,,7,9,5,player win,3,0,1,0,201
0,8,0,8,,1,9,5,player win,4,0,2,0,201
2,8,0,8,,0,2,5,player win,5,0,3,0,201
0,9,6,3,,0,0,5,player win,6,0,4,0,201
4,6,0,1,5,0,4,0,player win,7,0,5,0,201
5,5,2,9,4,6,9,0,tie,8,0,5,1,201
9,9,2,7,,9,0,,tie,9,0,5,2,201
7,6,9,7,,0,0,7,banker win,10,1,0,0,201
4,6,0,6,,3,0,1,player win,11,0,1,0,201
4,6,6,0,,4,0,1,player win,12,0,2,0,201
8,0,0,0,,0,8,,banker win,13,1,0,0,201
7,8,4,0,4,6,1,,player win,14,0,1,0,201
9,8,3,5,,1,8,,banker win,15,1,0,0,201
8,6,6,0,,9,9,,banker win,16,2,0,0,201
3,8,2,0,6,2,1,,player win,17,0,1,0,201
7,8,0,8,,7,0,,player win,18,0,2,0,201
3,9,0,0,9,8,5,,player win,19,0,3,0,201
7,1,9,1,1,7,0,,banker win,20,1,0,0,201
6,4,5,0,9,1,5,,banker win,21,2,0,0,201
8,3,3,0,9,8,0,,banker win,22,3,0,0,201
8,9,6,3,,8,0,,player win,23,0,1,0,201
0,8,1,4,3,0,0,,player win,24,0,2,0,201
3,8,7,1,,8,5,,player win,25,0,3,0,201
2,8,8,0,,0,2,,player win,26,0,4,0,201
5,3,6,4,3,5,0,,banker win,27,1,0,0,201
9,9,0,9,,0,9,,tie,28,1,0,1,201
1,9,8,1,,9,2,,player win,29,0,1,0,201
0,8,8,0,,0,0,,player win,30,0,2,0,201
0,4,0,1,3,6,4,0,player win,31,0,3,0,201
0,9,7,2,,0,0,0,player win,32,0,4,0,201
9,3,0,3,,7,2,,banker win,33,1,0,0,201
7,3,5,0,8,0,7,,banker win,34,2,0,0,201
1,8,3,7,8,1,0,,player win,35,0,1,0,201
0,6,4,2,,3,0,7,player win,36,0,2,0,201
6,0,0,0,0,6,0,7,banker win,37,1,0,0,201
4,4,7,6,1,4,0,7,tie,38,1,0,1,201
9,6,0,6,,9,0,,banker win,39,2,0,0,201
4,9,2,7,,4,0,,player win,40,0,1,0,201
8,1,4,0,7,0,0,8,banker win,41,1,0,0,201
1,7,0,0,7,5,5,8,player win,42,0,1,0,201
0,7,2,5,,6,5,9,player win,43,0,2,0,201
6,5,0,5,0,2,4,9,banker win,44,1,0,0,201
0,9,1,8,,0,0,9,player win,45,0,1,0,201
8,7,6,1,,5,3,,banker win,46,1,0,0,201
9,6,6,4,6,3,2,4,banker win,47,2,0,0,201
8,0,0,5,5,0,0,8,banker win,48,3,0,0,201
5,8,0,8,,9,6,8,player win,49,0,1,0,201
3,8,8,0,,0,3,8,player win,50,0,2,0,201
9,8,1,7,,3,6,,banker win,51,1,0,0,201
9,6,0,6,,9,0,,banker win,52,2,0,0,201
6,9,5,9,5,9,7,,player win,53,0,1,0,201
4,8,8,0,,4,0,,player win,54,0,2,0,201
